"LONG_SCHOOL_YEAR","SCHOOL_DSTRCT_NM","INSTN_NAME","LABEL_LVL_3_DESC","LABEL_LVL_2_DESC","FTE","INEXPERIENCED_FTE","INEXPERIENCED_FTE_PCT"
"2017-18","Richmond County","Butler High School","Teachers","High Poverty",64,33,52
"2017-18","Richmond County","Butler High School","Teachers","Total",64,33,52
"2017-18","Richmond County","Copeland Elementary School","Leaders","High Poverty",2,2,100
"2017-18","Richmond County","Copeland Elementary School","Teachers","High Poverty",34,16,47
"2017-18","Richmond County","Copeland Elementary School","Teachers","Total",34,16,47
"2017-18","Richmond County","Craig-Houghton Elementary School","Leaders","High Poverty",1,0,0
"2017-18","Richmond County","Craig-Houghton Elementary School","Teachers","High Poverty",30,11.3,38
"2017-18","Richmond County","Craig-Houghton Elementary School","Teachers","Total",30,11.3,38
"2017-18","Richmond County","Cross Creek High School","Leaders","High Poverty",5,2,40
"2017-18","Richmond County","Cross Creek High School","Teachers","High Poverty",83.8,35,42
"2017-18","Richmond County","Cross Creek High School","Teachers","Total",83.8,35,42
"2017-18","Richmond County","Davidson Magnet School","Leaders","High Poverty",3,1,33
"2017-18","Richmond County","Davidson Magnet School","Teachers","High Poverty",74.4,38.2,51
"2017-18","Richmond County","Davidson Magnet School","Teachers","Total",74.4,38.2,51
"2017-18","Richmond County","Deer Chase Elementary School","Leaders","High Poverty",1,1,100
"2017-18","Richmond County","Deer Chase Elementary School","Teachers","High Poverty",46.8,23.8,51
"2017-18","Richmond County","Deer Chase Elementary School","Teachers","Total",46.8,23.8,51
"2017-18","Richmond County","Diamond Lakes Elementary School","Leaders","High Poverty",2,0,0
"2017-18","Richmond County","Diamond Lakes Elementary School","Teachers","High Poverty",42.4,28.5,67
"2017-18","Richmond County","Diamond Lakes Elementary School","Teachers","Total",42.4,28.5,67
"2017-18","Richmond County","Dorothy Hains Elementary School","Leaders","High Poverty",2,1,50
"2017-18","Richmond County","Dorothy Hains Elementary School","Teachers","High Poverty",42.9,23,54
"2017-18","Richmond County","Dorothy Hains Elementary School","Teachers","Total",42.9,23,54
"2017-18","Richmond County","Freedom Park Elementary","Leaders","High Poverty",3,1,33
"2017-18","Richmond County","Freedom Park Elementary","Teachers","High Poverty",55,27,49
"2017-18","Richmond County","Freedom Park Elementary","Teachers","Total",55,27,49
"2017-18","Richmond County","Garrett Elementary School","Leaders","High Poverty",1,0,0
"2017-18","Richmond County","Garrett Elementary School","Teachers","High Poverty",36,14,39
"2017-18","Richmond County","Garrett Elementary School","Teachers","Total",36,14,39
"2017-18","Richmond County","Glenn Hills Elementary School","Leaders","High Poverty",1,0,0
"2017-18","Richmond County","Glenn Hills Elementary School","Teachers","High Poverty",37.6,24.7,66
"2017-18","Richmond County","Glenn Hills Elementary School","Teachers","Total",37.6,24.7,66
"2017-18","Richmond County","Glenn Hills High School","Leaders","High Poverty",4,3,75
"2017-18","Richmond County","Glenn Hills High School","Teachers","High Poverty",64.2,43,67
"2017-18","Richmond County","Glenn Hills High School","Teachers","Total",64.2,43,67
"2017-18","Richmond County","Glenn Hills Middle School","Leaders","High Poverty",3,2,67
"2017-18","Richmond County","Glenn Hills Middle School","Teachers","High Poverty",63.8,40.3,63
"2017-18","Richmond County","Glenn Hills Middle School","Teachers","Total",63.8,40.3,63
"2017-18","Richmond County","Goshen Elementary School","Leaders","High Poverty",1,0,0
"2017-18","Richmond County","Goshen Elementary School","Teachers","High Poverty",40.9,22,54
"2017-18","Richmond County","Goshen Elementary School","Teachers","Total",40.9,22,54
"2017-18","Richmond County","Gracewood Elementary School","Leaders","High Poverty",1,0,0
"2017-18","Richmond County","Gracewood Elementary School","Teachers","High Poverty",35.4,15,42
"2017-18","Richmond County","Gracewood Elementary School","Teachers","Total",35.4,15,42
"2017-18","Richmond County","Hephzibah Elementary School","Leaders","High Poverty",2,1,50
"2017-18","Richmond County","Hephzibah Elementary School","Teachers","High Poverty",29.9,11,37
"2017-18","Richmond County","Hephzibah Elementary School","Teachers","Total",29.9,11,37
"2017-18","Richmond County","Hephzibah High School","Leaders","High Poverty",4,2,50
"2017-18","Richmond County","Hephzibah High School","Teachers","High Poverty",72.2,45,62
"2017-18","Richmond County","Hephzibah High School","Teachers","Total",72.2,45,62
"2017-18","Richmond County","Hephzibah Middle School","Leaders","High Poverty",2,1,50
"2017-18","Richmond County","Hephzibah Middle School","Teachers","High Poverty",26.2,14,54
"2017-18","Richmond County","Hephzibah Middle School","Teachers","Total",26.2,14,54
"2017-18","Richmond County","Jamestown Elementary School","Leaders","High Poverty",1,0,0
"2017-18","Richmond County","Jamestown Elementary School","Teachers","High Poverty",22.7,9.8,43
"2017-18","Richmond County","Jamestown Elementary School","Teachers","Total",22.7,9.8,43
"2017-18","Richmond County","Jenkins-White Elementary School","Leaders","High Poverty",2,1,50
"2017-18","Richmond County","Jenkins-White Elementary School","Teachers","High Poverty",44.5,28.3,64
"2017-18","Richmond County","Jenkins-White Elementary School","Teachers","Total",44.5,28.3,64
"2017-18","Richmond County","Johnson Magnet","Leaders","High Poverty",3,2,67
"2017-18","Richmond County","Johnson Magnet","Teachers","High Poverty",44.6,14.3,32
"2017-18","Richmond County","Johnson Magnet","Teachers","Total",44.6,14.3,32
"2017-18","Richmond County","Josey High School","Leaders","High Poverty",3,1,33
"2017-18","Richmond County","Josey High School","Teachers","High Poverty",52,27.5,53
"2017-18","Richmond County","Josey High School","Teachers","Total",52,27.5,53
"2017-18","Richmond County","Lake Forest Hills Elementary School","Leaders","High Poverty",2,1,50
"2017-18","Richmond County","Lake Forest Hills Elementary School","Teachers","High Poverty",50,17.5,35
"2017-18","Richmond County","Lake Forest Hills Elementary School","Teachers","Total",50,17.5,35
"2017-18","Richmond County","Lamar - Milledge Elementary School","Leaders","High Poverty",1,0,0
"2017-18","Richmond County","Lamar - Milledge Elementary School","Teachers","High Poverty",46.9,28,60
"2017-18","Richmond County","Lamar - Milledge Elementary School","Teachers","Total",46.9,28,60
"2017-18","Richmond County","Laney High School","Leaders","High Poverty",3,2,67
"2017-18","Richmond County","Laney High School","Teachers","High Poverty",57.9,38.2,66
"2017-18","Richmond County","Laney High School","Teachers","Total",57.9,38.2,66
"2017-18","Richmond County","Langford Middle School","Leaders","High Poverty",4,3,75
"2017-18","Richmond County","Langford Middle School","Teachers","High Poverty",65.2,38,58
"2017-18","Richmond County","Langford Middle School","Teachers","Total",65.2,38,58
"2017-18","Richmond County","Lighthouse Care Center of Augusta","Teachers","High Poverty",4,2,50
"2017-18","Richmond County","Lighthouse Care Center of Augusta","Teachers","Total",4,2,50
"2017-18","Richmond County","McBean Elementary School","Leaders","High Poverty",1,0,0
"2017-18","Richmond County","McBean Elementary School","Teachers","High Poverty",29.8,4.3,15
"2017-18","Richmond County","McBean Elementary School","Teachers","Total",29.8,4.3,15
"2017-18","Richmond County","Meadowbrook Elementary School","Leaders","High Poverty",1,1,100
"2017-18","Richmond County","Meadowbrook Elementary School","Teachers","High Poverty",37.7,20,53
"2017-18","Richmond County","Meadowbrook Elementary School","Teachers","Total",37.7,20,53
"2017-18","Richmond County","Merry Elementary School","Leaders","High Poverty",1,0,0
"2017-18","Richmond County","Merry Elementary School","Teachers","High Poverty",31,14,45
"2017-18","Richmond County","Merry Elementary School","Teachers","Total",31,14,45
"2017-18","Richmond County","Monte Sano Elementary School","Leaders","High Poverty",1,0,0
"2017-18","Richmond County","Monte Sano Elementary School","Teachers","High Poverty",35.1,17.8,51
"2017-18","Richmond County","Monte Sano Elementary School","Teachers","Total",35.1,17.8,51
"2017-18","Richmond County","Morgan Road Middle School","Leaders","High Poverty",3,1,33
"2017-18","Richmond County","Morgan Road Middle School","Teachers","High Poverty",52,34.3,66
"2017-18","Richmond County","Morgan Road Middle School","Teachers","Total",52,34.3,66
"2017-18","Richmond County","Murphey Middle School","Leaders","High Poverty",3,2,67
"2017-18","Richmond County","Murphey Middle School","Teachers","High Poverty",67.7,49,72
"2017-18","Richmond County","Murphey Middle School","Teachers","Total",67.7,49,72
"2017-18","Richmond County","Performance Learning Center","Leaders","High Poverty",2,1,50
"2017-18","Richmond County","Performance Learning Center","Teachers","High Poverty",33.8,26.8,79
"2017-18","Richmond County","Performance Learning Center","Teachers","Total",33.8,26.8,79
"2017-18","Richmond County","Pine Hill Middle School","Leaders","High Poverty",3,3,100
"2017-18","Richmond County","Pine Hill Middle School","Teachers","High Poverty",40.2,19,47
"2017-18","Richmond County","Pine Hill Middle School","Teachers","Total",40.2,19,47
"2017-18","Richmond County","Richmond County Technical Career Magnet School","Leaders","High Poverty",2,2,100
"2017-18","Richmond County","Richmond County Technical Career Magnet School","Teachers","High Poverty",47.2,31,66
"2017-18","Richmond County","Richmond County Technical Career Magnet School","Teachers","Total",47.2,31,66
"2017-18","Richmond County","Richmond County- All Schools","Leaders","High Poverty",115.5,56,48
"2017-18","Richmond County","Richmond County- All Schools","Leaders","Total",117.5,57,49
"2017-18","Richmond County","Richmond County- All Schools","Teachers","High Poverty",2046.5,837.7,41
"2017-18","Richmond County","Richmond County- All Schools","Teachers","Total",2061.5,849.7,41
"2017-18","Richmond County","Rollins Elementary School","Leaders","High Poverty",1,0,0
"2017-18","Richmond County","Rollins Elementary School","Teachers","High Poverty",33.5,18.5,55
"2017-18","Richmond County","Rollins Elementary School","Teachers","Total",33.5,18.5,55
"2017-18","Richmond County","Southside Elementary School","Leaders","High Poverty",2,0,0
"2017-18","Richmond County","Southside Elementary School","Teachers","High Poverty",28.7,10.3,36
"2017-18","Richmond County","Southside Elementary School","Teachers","Total",28.7,10.3,36
"2017-18","Richmond County","Spirit Creek Middle School","Leaders","High Poverty",2,1,50
"2017-18","Richmond County","Spirit Creek Middle School","Teachers","High Poverty",39.7,17.5,44
"2017-18","Richmond County","Spirit Creek Middle School","Teachers","Total",39.7,17.5,44
"2017-18","Richmond County","Sue Reynolds Elementary School","Leaders","High Poverty",3,3,100
"2017-18","Richmond County","Sue Reynolds Elementary School","Teachers","High Poverty",60.2,28.5,47
"2017-18","Richmond County","Sue Reynolds Elementary School","Teachers","Total",60.2,28.5,47
"2017-18","Richmond County","Terrace Manor Elementary School","Leaders","High Poverty",1,0,0
"2017-18","Richmond County","Terrace Manor Elementary School","Teachers","High Poverty",43.7,24,55
"2017-18","Richmond County","Terrace Manor Elementary School","Teachers","Total",43.7,24,55
"2017-18","Richmond County","Tobacco Road Elementary School","Leaders","High Poverty",1,0,0
"2017-18","Richmond County","Tobacco Road Elementary School","Teachers","High Poverty",35.2,17,48
"2017-18","Richmond County","Tobacco Road Elementary School","Teachers","Total",35.2,17,48
"2017-18","Richmond County","Tutt Middle School","Leaders","High Poverty",2,1,50
"2017-18","Richmond County","Tutt Middle School","Teachers","High Poverty",35.2,12,34
"2017-18","Richmond County","Tutt Middle School","Teachers","Total",35.2,12,34
"2017-18","Richmond County","W.S. Hornsby Elementary School","Leaders","High Poverty",1,0,0
"2017-18","Richmond County","W.S. Hornsby Elementary School","Teachers","High Poverty",27.5,15,55
"2017-18","Richmond County","W.S. Hornsby Elementary School","Teachers","Total",27.5,15,55
"2017-18","Richmond County","W.S. Hornsby Middle School","Leaders","High Poverty",2,1,50
"2017-18","Richmond County","W.S. Hornsby Middle School","Teachers","High Poverty",30.5,25.3,83
"2017-18","Richmond County","W.S. Hornsby Middle School","Teachers","Total",30.5,25.3,83
"2017-18","Richmond County","Walker Traditional Elementary School","Leaders","High Poverty",3,2,67
"2017-18","Richmond County","Walker Traditional Elementary School","Teachers","High Poverty",47.5,18,38
"2017-18","Richmond County","Walker Traditional Elementary School","Teachers","Total",47.5,18,38
"2017-18","Richmond County","Warren Road Elementary School","Leaders","High Poverty",2,1,50
"2017-18","Richmond County","Warren Road Elementary School","Teachers","High Poverty",41.7,8,19
"2017-18","Richmond County","Warren Road Elementary School","Teachers","Total",41.7,8,19
"2017-18","Richmond County","Westside High School","Leaders","High Poverty",4,1,25
"2017-18","Richmond County","Westside High School","Teachers","High Poverty",63.8,30,47
"2017-18","Richmond County","Westside High School","Teachers","Total",63.8,30,47
"2017-18","Richmond County","Wilkinson Gardens Elementary School","Leaders","High Poverty",2,0,0
"2017-18","Richmond County","Wilkinson Gardens Elementary School","Teachers","High Poverty",44.2,28.5,64
"2017-18","Richmond County","Wilkinson Gardens Elementary School","Teachers","Total",44.2,28.5,64
"2017-18","Richmond County","Willis Foreman Elementary School","Leaders","High Poverty",1,1,100
"2017-18","Richmond County","Willis Foreman Elementary School","Teachers","High Poverty",29.8,12,40
"2017-18","Richmond County","Willis Foreman Elementary School","Teachers","Total",29.8,12,40
"2017-18","Richmond County","Windsor Spring Road Elementary School","Leaders","High Poverty",1,0,0
"2017-18","Richmond County","Windsor Spring Road Elementary School","Teachers","High Poverty",36.5,16.5,45
"2017-18","Richmond County","Windsor Spring Road Elementary School","Teachers","Total",36.5,16.5,45
"2017-18","Rockdale County","Alpha Academy","Leaders","Not Applicable",1,1,100
"2017-18","Rockdale County","Alpha Academy","Teachers","Total",39,27,69
"2017-18","Rockdale County","Barksdale Elementary School","Leaders","Not Applicable",2,1,50
"2017-18","Rockdale County","Barksdale Elementary School","Teachers","Total",67.5,38,56
"2017-18","Rockdale County","Conyers Middle School","Leaders","Not Applicable",4,1,25
"2017-18","Rockdale County","Conyers Middle School","Teachers","Total",108,89,82
"2017-18","Rockdale County","Edwards Middle School","Leaders","Not Applicable",3,1,33
"2017-18","Rockdale County","Edwards Middle School","Teachers","Total",104,68.5,66
"2017-18","Rockdale County","Flat Shoals Elementary School","Leaders","Not Applicable",2,2,100
"2017-18","Rockdale County","Flat Shoals Elementary School","Teachers","Total",90.5,68.5,76
"2017-18","Rockdale County","General Ray Davis Middle School","Leaders","Not Applicable",4,3,75
"2017-18","Rockdale County","General Ray Davis Middle School","Teachers","Total",130,78,60
"2017-18","Rockdale County","Heritage High School","Leaders","Not Applicable",5,1,20
"2017-18","Rockdale County","Heritage High School","Teachers","Total",189.5,134.5,71
"2017-18","Rockdale County","Hicks Elementary School","Leaders","Not Applicable",3,1.5,50
"2017-18","Rockdale County","Hicks Elementary School","Teachers","Total",104,67,64
"2017-18","Rockdale County","Hightower Trail Elementary School","Leaders","Not Applicable",2,2,100
"2017-18","Rockdale County","Hightower Trail Elementary School","Teachers","Total",79,64,81
"2017-18","Rockdale County","Honey Creek Elementary School","Leaders","Not Applicable",2,1,50
"2017-18","Rockdale County","Honey Creek Elementary School","Teachers","Total",79.5,58,73
"2017-18","Rockdale County","House Elementary School","Leaders","Not Applicable",2,0,0
"2017-18","Rockdale County","House Elementary School","Teachers","Total",101,74,73
"2017-18","Rockdale County","Lorraine Elementary School","Leaders","Not Applicable",2,1,50
"2017-18","Rockdale County","Lorraine Elementary School","Teachers","Total",82.5,47.5,58
"2017-18","Rockdale County","Memorial Middle School","Leaders","Not Applicable",2.5,0.5,20
"2017-18","Rockdale County","Memorial Middle School","Teachers","Total",97,71.5,74
"2017-18","Rockdale County","Peek's Chapel Elementary","Leaders","Not Applicable",2,0.5,25
"2017-18","Rockdale County","Peek's Chapel Elementary","Teachers","Total",83,64,77
"2017-18","Rockdale County","Pine Street Elementary School","Leaders","Not Applicable",2,0,0
"2017-18","Rockdale County","Pine Street Elementary School","Teachers","Total",97,62,64
"2017-18","Rockdale County","Rockdale County High School","Leaders","Not Applicable",5,2,40
"2017-18","Rockdale County","Rockdale County High School","Teachers","Total",241,162,67
"2017-18","Rockdale County","Rockdale County- All Schools","Leaders","Total",58,24.5,42
"2017-18","Rockdale County","Rockdale County- All Schools","Teachers","Total",1324.9,686,52
"2017-18","Rockdale County","Rockdale Open Campus School","Leaders","Not Applicable",2,0,0
"2017-18","Rockdale County","Rockdale Open Campus School","Teachers","Total",25,21,84
"2017-18","Rockdale County","Salem High School","Leaders","Not Applicable",4,1,25
"2017-18","Rockdale County","Salem High School","Teachers","Total",191.5,154.5,81
"2017-18","Rockdale County","Shoal Creek Elementary School","Leaders","Not Applicable",2,1,50
"2017-18","Rockdale County","Shoal Creek Elementary School","Teachers","Total",101,80,79
"2017-18","Rockdale County","Sims Elementary School","Leaders","Not Applicable",2,1,50
"2017-18","Rockdale County","Sims Elementary School","Teachers","Total",80,65,81
"2017-18","Rome City","Anna K. Davie Elementary","Leaders","High Poverty",2,1,50
"2017-18","Rome City","Anna K. Davie Elementary","Teachers","High Poverty",48.5,34,70
"2017-18","Rome City","Anna K. Davie Elementary","Teachers","Total",48.5,34,70
"2017-18","Rome City","East Central Elementary School","Leaders","High Poverty",2,1,50
"2017-18","Rome City","East Central Elementary School","Teachers","High Poverty",37.5,13,35
"2017-18","Rome City","East Central Elementary School","Teachers","Total",37.5,13,35
"2017-18","Rome City","Elm Street Elementary","Leaders","High Poverty",2,0,0
"2017-18","Rome City","Elm Street Elementary","Teachers","High Poverty",41.2,13,32
"2017-18","Rome City","Elm Street Elementary","Teachers","Total",41.2,13,32
"2017-18","Rome City","North Heights Elementary School","Leaders","High Poverty",2.3,1.3,56
"2017-18","Rome City","North Heights Elementary School","Teachers","High Poverty",42,18,43
"2017-18","Rome City","North Heights Elementary School","Teachers","Total",42,18,43
"2017-18","Rome City","Rome City- All Schools","Leaders","High Poverty",12.3,4.3,35
"2017-18","Rome City","Rome City- All Schools","Leaders","Total",21.3,10.3,48
"2017-18","Rome City","Rome City- All Schools","Teachers","High Poverty",269.2,104,39
"2017-18","Rome City","Rome City- All Schools","Teachers","Total",437.3,189.7,43
"2017-18","Rome City","Rome High School","Leaders","Not Applicable",5,5,100
"2017-18","Rome City","Rome High School","Teachers","Total",109.7,61.6,56
"2017-18","Rome City","Rome Middle School","Leaders","Not Applicable",3,1,33
"2017-18","Rome City","Rome Middle School","Teachers","Total",71.2,37.3,52
"2017-18","Rome City","West Central Elementary School","Leaders","High Poverty",2,0,0
"2017-18","Rome City","West Central Elementary School","Teachers","High Poverty",58,21,36
"2017-18","Rome City","West Central Elementary School","Teachers","Total",58,21,36
"2017-18","Rome City","West End Elementary School","Leaders","High Poverty",2,1,50
"2017-18","Rome City","West End Elementary School","Teachers","High Poverty",53,22,42
"2017-18","Rome City","West End Elementary School","Teachers","Total",53,22,42
"2017-18","Schley County","Schley County Elementary School","Leaders","Not Applicable",2,1,49
"2017-18","Schley County","Schley County Elementary School","Teachers","Total",36.4,8.4,23
"2017-18","Schley County","Schley County- All Schools","Leaders","Total",4.8,2,41
"2017-18","Schley County","Schley County- All Schools","Teachers","Total",90.3,33.4,37
"2017-18","Schley County","Schley Middle High School","Leaders","Not Applicable",2.9,1,35
"2017-18","Schley County","Schley Middle High School","Teachers","Total",50.9,22,43
"2017-18","Screven County","Screven County Elementary School","Leaders","Not Applicable",4,1,25
"2017-18","Screven County","Screven County Elementary School","Teachers","Total",88,32,36
"2017-18","Screven County","Screven County High School","Leaders","Not Applicable",3,1,33
"2017-18","Screven County","Screven County High School","Teachers","Total",43.6,12,28
"2017-18","Screven County","Screven County Middle School","Leaders","Not Applicable",2.8,0.8,27
"2017-18","Screven County","Screven County Middle School","Teachers","Total",38.1,17.1,45
"2017-18","Screven County","Screven County- All Schools","Leaders","Total",9.8,2.8,28
"2017-18","Screven County","Screven County- All Schools","Teachers","Total",168.7,56.1,33
"2017-18","Seminole County","Seminole County Elementary School","Leaders","High Poverty",1.5,0.5,33
"2017-18","Seminole County","Seminole County Elementary School","Teachers","High Poverty",50.1,10.5,21
"2017-18","Seminole County","Seminole County Elementary School","Teachers","Total",50.1,10.5,21
"2017-18","Seminole County","Seminole County Middle/High School","Leaders","High Poverty",2.8,1,36
"2017-18","Seminole County","Seminole County Middle/High School","Teachers","High Poverty",57.7,15.1,26
"2017-18","Seminole County","Seminole County Middle/High School","Teachers","Total",57.7,15.1,26
"2017-18","Seminole County","Seminole County- All Schools","Leaders","High Poverty",4.2,1.5,35
"2017-18","Seminole County","Seminole County- All Schools","Leaders","Total",4.2,1.5,35
"2017-18","Seminole County","Seminole County- All Schools","Teachers","High Poverty",106.1,24.1,23
"2017-18","Seminole County","Seminole County- All Schools","Teachers","Total",106.1,24.1,23
"2017-18","Social Circle City","Social Circle City- All Schools","Leaders","Low Poverty",4,3,75
"2017-18","Social Circle City","Social Circle City- All Schools","Leaders","Total",8,5,63
"2017-18","Social Circle City","Social Circle City- All Schools","Teachers","Low Poverty",40.9,21.7,53
"2017-18","Social Circle City","Social Circle City- All Schools","Teachers","Total",119.8,53.2,44
"2017-18","Social Circle City","Social Circle Elementary School","Leaders","Not Applicable",2,1,50
"2017-18","Social Circle City","Social Circle Elementary School","Teachers","Total",28.7,12,42
"2017-18","Social Circle City","Social Circle High School","Leaders","Low Poverty",2,1,50
"2017-18","Social Circle City","Social Circle High School","Teachers","Low Poverty",39.3,21.1,54
"2017-18","Social Circle City","Social Circle High School","Teachers","Total",39.3,21.1,54
"2017-18","Social Circle City","Social Circle Middle School","Leaders","Low Poverty",2,2,100
"2017-18","Social Circle City","Social Circle Middle School","Teachers","Total",25,14,56
"2017-18","Social Circle City","Social Circle Primary School","Leaders","Not Applicable",2,1,50
"2017-18","Social Circle City","Social Circle Primary School","Teachers","Total",28.3,8,28
"2017-18","Spalding County","AZ Kelsey Academy","Leaders","Not Applicable",2,1,50
"2017-18","Spalding County","AZ Kelsey Academy","Teachers","Total",25,22,88
"2017-18","Spalding County","Anne Street Elementary School","Leaders","High Poverty",2,2,100
"2017-18","Spalding County","Anne Street Elementary School","Teachers","High Poverty",32.3,22.3,69
"2017-18","Spalding County","Anne Street Elementary School","Teachers","Total",32.3,22.3,69
"2017-18","Spalding County","Atkinson Elementary School","Leaders","High Poverty",2,1,50
"2017-18","Spalding County","Atkinson Elementary School","Teachers","High Poverty",32.4,19.2,59
"2017-18","Spalding County","Atkinson Elementary School","Teachers","Total",32.4,19.2,59
"2017-18","Spalding County","Beaverbrook Elementary School","Leaders","Not Applicable",2,1,50
"2017-18","Spalding County","Beaverbrook Elementary School","Teachers","Total",24.4,8.9,36
"2017-18","Spalding County","Carver Road Middle School","Leaders","Not Applicable",3,1,33
"2017-18","Spalding County","Carver Road Middle School","Teachers","Total",35.4,23.2,65
"2017-18","Spalding County","Cowan Road Elementary School","Leaders","Not Applicable",2,1.5,75
"2017-18","Spalding County","Cowan Road Elementary School","Teachers","Total",48.1,24,50
"2017-18","Spalding County","Cowan Road Middle School","Leaders","Not Applicable",4,1,25
"2017-18","Spalding County","Cowan Road Middle School","Teachers","Total",45.6,35,77
"2017-18","Spalding County","Crescent Road Elementary School","Leaders","Not Applicable",2,0,0
"2017-18","Spalding County","Crescent Road Elementary School","Teachers","Total",31.9,12.1,38
"2017-18","Spalding County","Futral Road Elementary School","Leaders","Not Applicable",2,0,0
"2017-18","Spalding County","Futral Road Elementary School","Teachers","Total",44.1,16.4,37
"2017-18","Spalding County","Griffin High School","Leaders","Not Applicable",4,2,50
"2017-18","Spalding County","Griffin High School","Teachers","Total",104.2,71.6,69
"2017-18","Spalding County","Jackson Road Elementary School","Leaders","Not Applicable",2,1,50
"2017-18","Spalding County","Jackson Road Elementary School","Teachers","Total",28.5,11.1,39
"2017-18","Spalding County","Jordan Hill Road Elementary School","Leaders","High Poverty",2,0,0
"2017-18","Spalding County","Jordan Hill Road Elementary School","Teachers","High Poverty",33.3,18.7,56
"2017-18","Spalding County","Jordan Hill Road Elementary School","Teachers","Total",33.3,18.7,56
"2017-18","Spalding County","Kennedy Road Middle School","Leaders","Not Applicable",3.2,1.3,38
"2017-18","Spalding County","Kennedy Road Middle School","Teachers","Total",41.8,24.5,59
"2017-18","Spalding County","Moore Elementary School","Leaders","High Poverty",2,0,0
"2017-18","Spalding County","Moore Elementary School","Teachers","High Poverty",31.2,20,64
"2017-18","Spalding County","Moore Elementary School","Teachers","Total",31.2,20,64
"2017-18","Spalding County","Moreland Road Elementary","Leaders","Not Applicable",2,1,50
"2017-18","Spalding County","Moreland Road Elementary","Teachers","Total",35.7,12.3,34
"2017-18","Spalding County","Orrs Elementary School","Leaders","Not Applicable",2,0,0
"2017-18","Spalding County","Orrs Elementary School","Teachers","Total",38.6,21.7,56
"2017-18","Spalding County","Rehoboth Road Middle School","Leaders","Not Applicable",3,1,33
"2017-18","Spalding County","Rehoboth Road Middle School","Teachers","Total",47.4,21.1,45
"2017-18","Spalding County","Spalding County- All Schools","Leaders","High Poverty",8,3,38
"2017-18","Spalding County","Spalding County- All Schools","Leaders","Total",45.2,15.8,35
"2017-18","Spalding County","Spalding County- All Schools","Teachers","High Poverty",118,62,53
"2017-18","Spalding County","Spalding County- All Schools","Teachers","Total",813.9,464.6,57
"2017-18","Spalding County","Spalding High School","Leaders","Not Applicable",4,1,25
"2017-18","Spalding County","Spalding High School","Teachers","Total",106.1,61.4,58
"2017-18","State Charter Schools II- Genesis Innovation Academy for Boys","Genesis Innovation Academy for Boys","Leaders","Low Poverty",1,1,100
"2017-18","State Charter Schools II- Genesis Innovation Academy for Boys","Genesis Innovation Academy for Boys","Teachers","Low Poverty",17,17,100
"2017-18","State Charter Schools II- Genesis Innovation Academy for Boys","Genesis Innovation Academy for Boys","Teachers","Total",17,17,100
"2017-18","State Charter Schools II- Genesis Innovation Academy for Girls","Genesis Innovation Academy for Girls","Leaders","Low Poverty",1,1,100
"2017-18","State Charter Schools II- Genesis Innovation Academy for Girls","Genesis Innovation Academy for Girls","Teachers","Low Poverty",15,15,100
"2017-18","State Charter Schools II- Genesis Innovation Academy for Girls","Genesis Innovation Academy for Girls","Teachers","Total",15,15,100
"2017-18","State Charter Schools II- International Academy of Smyrna","International Academy of Smyrna","Leaders","Not Applicable",1.5,1.5,100
"2017-18","State Charter Schools II- International Academy of Smyrna","International Academy of Smyrna","Teachers","Total",38,38,100
"2017-18","State Charter Schools II- Resurgence Hall Charter School","Resurgence Hall Charter School","Leaders","Not Applicable",0.5,0.5,100
"2017-18","State Charter Schools II- Resurgence Hall Charter School","Resurgence Hall Charter School","Teachers","Total",8,8,100
"2017-18","State Charter Schools II- SAIL Charter Academy - School for Arts-Infused Learning","SAIL Charter Academy - School for Arts-Infused Learning","Leaders","Low Poverty",1,1,100
"2017-18","State Charter Schools II- SAIL Charter Academy - School for Arts-Infused Learning","SAIL Charter Academy - School for Arts-Infused Learning","Teachers","Low Poverty",30.4,30.4,100
"2017-18","State Charter Schools II- SAIL Charter Academy - School for Arts-Infused Learning","SAIL Charter Academy - School for Arts-Infused Learning","Teachers","Total",30.4,30.4,100
"2017-18","State Charter Schools- Cherokee Charter Academy","Cherokee Charter Academy","Leaders","Low Poverty",1.5,1.5,100
"2017-18","State Charter Schools- Cherokee Charter Academy","Cherokee Charter Academy","Teachers","Low Poverty",65.5,52,79
"2017-18","State Charter Schools- Cherokee Charter Academy","Cherokee Charter Academy","Teachers","Total",65.5,52,79
"2017-18","State Charter Schools- Cherokee Charter Academy","State Charter Schools- Cherokee Charter Academy- All Schools","Leaders","Low Poverty",1.5,1.5,100
"2017-18","State Charter Schools- Cherokee Charter Academy","State Charter Schools- Cherokee Charter Academy- All Schools","Leaders","Total",1.5,1.5,100
"2017-18","State Charter Schools- Cherokee Charter Academy","State Charter Schools- Cherokee Charter Academy- All Schools","Teachers","Low Poverty",66,52,79
"2017-18","State Charter Schools- Cherokee Charter Academy","State Charter Schools- Cherokee Charter Academy- All Schools","Teachers","Total",66,52,79
"2017-18","State Charter Schools- Coastal Plains Charter High School - Candler Campus","Coastal Plains Charter High School - Candler Campus","Leaders","Low Poverty",0.2,0.2,100
"2017-18","State Charter Schools- Coastal Plains Charter High School - Candler Campus","Coastal Plains Charter High School - Candler Campus","Teachers","Low Poverty",28.7,28.7,100
"2017-18","State Charter Schools- Coastal Plains Charter High School - Candler Campus","Coastal Plains Charter High School - Candler Campus","Teachers","Total",28.7,28.7,100
