sys_sch,SystemId,systemname,schoolname,SchoolId,gradecluster,Phone_Number,Street,City,State,Zip_Code,DistrictWebsite,total_enroll,Grades,Grade,SingleScore,enroll_percent_asian,enroll_percent_native,enroll_percent_black,enroll_percent_hispanic,enroll_percent_multiracial,enroll_percent_white,enroll_percent_ed,enroll_percent_swd,enroll_percent_lep,Four_Year_Graduation_Rate,CollegeEnrollment,Mobility,PPE,rtc20
741201,741,Troup County,Callaway High School,201,H,(706)845-2070,221 Whitfield Rd,Hogansville,GA,30230,http://www.troup.org/,885,9-12,,,2,0,46,5,5,41,58,8.1000004,2,91.2,,13.1,,
741204,741,Troup County,Callaway Middle School,204,M,(706)845-2080,2244 Hammett Rd,LaGrange,GA,30241,http://www.troup.org/,812,6-8,,,1,0,50,7,5,36,75,9.6000004,4,,,14.1,,
741205,741,Troup County,Franklin Forest Elementary,205,E,(706)845-7556,1 Scholar Ln,LaGrange,GA,30240,http://www.troup.org/,779,K-5,,,4,0,55,14,5,23,95,7.9000001,11,,,15.6,,
741297,741,Troup County,Long Cane Middle School,297,M,(706)845-2085,326 Long Cane Rd,LaGrange,GA,30240,http://www.troup.org/,1119,6-8,,,1,0,39,5,5,50,66,10.1,3,,,13.8,,
7413050,741,Troup County,Hillcrest Elementary School,3050,E,(706)812-7940,3116 Robert Hayes Rd,LaGrange,GA,30240,http://www.troup.org/,333,K-5,,,8,0,10,4,3,75,47,11.3,7,,,6.9,,
741387,741,Troup County,Troup County High School,387,H,(706)812-7957,1920 Hamilton Rd,LaGrange,GA,30241,http://www.troup.org/,1366,9-12,,,2,0,36,4,4,55,50,9.1000004,1,86.5,,12.8,,
741397,741,Troup County,Hogansville Elementary School,397,E,(706)812-7990,611 E Main St,Hogansville,GA,30230,http://www.troup.org/,461,K-5,,,0,0,32,8,7,52,92,13.3,4,,,18.4,,
7415050,741,Troup County,Rosemont Elementary School,5050,E,(706)812-7954,4679 Hamilton Rd,LaGrange,GA,30241,http://www.troup.org/,520,K-5,,,4,0,10,2,6,78,42,9.3000002,3,,,7.9,,
7415052,741,Troup County,Berta Weathersbee Elementary School,5052,E,(706)883-1570,1200 Forrest Ave,LaGrange,GA,30240,http://www.troup.org/,304,K-5,,,0,0,88,4,3,4,94,9,1,,,17,,
741597,741,Troup County,Ethel W. Kight Elementary School,597,E,(706)812-7943,75 Gordon Rd,LaGrange,GA,30240,http://www.troup.org/,631,K-5,,,1,0,67,13,7,12,94,14.7,12,,,12.3,,
741698,741,Troup County,Clearview Elementary School,698,E,706-812-7968,1905 South Davis Road,LaGrange,GA,30240,http://www.troup.org/,660,K-5,,,3,0,66,8,3,20,95,11.7,6,,,13.7,,
741699,741,Troup County,The Hope Academy School,699,H,706-812-7988,200 Mooty Bridge Road,LaGrange,GA,30240,http://www.troup.org/,126,6-12,,,0,0,65,0,3,32,38,0,0,,,391.9,,
742190,742,Turner County,Turner County Middle School,190,M,(229)567-4343,316 Lamar St,Ashburn,GA,31714,http://www.turner.k12.ga.us/,312,6-8,,,0,0,61,6,2,31,100,11.8,0,,,12.5,,
742196,742,Turner County,Turner County Elementary School,196,E,(229)567-2461,705 Hudson Ave,Ashburn,GA,31714,http://www.turner.k12.ga.us/,556,K-5,,,1,0,66,3,1,29,100,15.7,3,,,17.1,,
7423050,742,Turner County,Turner County High School,3050,H,(229)567-4377,316 Lamar St,Ashburn,GA,31714,http://www.turner.k12.ga.us/,342,9-12,,,2,0,65,6,2,25,100,11.3,0,95.30000000000001,,12.6,,
743107,743,Twiggs County,Jeffersonville Elementary,107,E,(478)945-3127,675 Bullard Rd,Jeffersonville,GA,31044,http://www.twiggs.k12.ga.us/,347,K-5,,,0,0,60,3,0,37,91,8.1000004,0,,,14.4,,
743201,743,Twiggs County,Twiggs County High School,201,H,(478)945-3112,375 Watson Dr,Jeffersonville,GA,31044,http://www.twiggs.k12.ga.us/,245,9-12,,,0,0,62,3,2,33,91,12.9,0,85.10000000000001,,11.6,,
743207,743,Twiggs County,Twiggs Middle School,207,M,(478)945-3113,375 Watson Dr,Jeffersonville,GA,31044,http://www.twiggs.k12.ga.us/,198,6-8,,,0,0,63,3,1,34,91,17.6,2,,,11.2,,
744101,744,Union County,Union County High School,101,H,(706)745-2216,153 Panther Cir,Blairsville,GA,30512,http://www.ucschools.org/,856,9-12,,,0,0,0,4,3,93,44,12.8,0,98.5,,6.300000000000001,,
744103,744,Union County,Union County Elementary School,103,E,(706)745-9615,165 Elementary Way,Blairsville,GA,30512,http://www.ucschools.org/,624,3-5,,,0,0,2,5,2,91,52,13.9,2,,,7.600000000000001,,
7441050,744,Union County,Union County Primary School,1050,E,(706)745-5450,592 School Cir,Blairsville,GA,30512,http://www.ucschools.org/,621,K-2,,,0,0,0,5,3,91,58,17.1,3,,,13,,
744108,744,Union County,Union County Middle School,108,M,(706)745-2483,367 Welborn St,Blairsville,GA,30512,http://www.ucschools.org/,722,6-8,,,1,0,0,5,2,92,51,14.3,1,,,7.100000000000001,,
7443050,744,Union County,Woody Gap High/Elementary School,3050,E,(706)747-2401,2331 State Highway 60,Suches,GA,30572,http://www.ucschools.org/,75,K-12,,,0,0,0,0,4,96,65,17.6,0,,,16.2,,
745105,745,Thomaston-Upson County,Upson-Lee Primary School,105,E,(706)647-7516,172 Knight Trl,Thomaston,GA,30286,http://www.upson.k12.ga.us/,943,K-2,,,1,0,36,4,5,54,99,10.6,1,,,9.1,,
745195,745,Thomaston-Upson County,Upson-Lee High School,195,H,(706)647-8171,268 Knight Trl,Thomaston,GA,30286,http://www.upson.k12.ga.us/,1236,9-12,,,0,0,35,3,4,58,69,13.9,1,88.7,,19.2,,
745295,745,Thomaston-Upson County,Upson-Lee Elementary School,295,E,(706)647-3632,334 Knight Trl,Thomaston,GA,30286,http://www.upson.k12.ga.us/,973,3-5,,,1,0,36,3,6,55,92,14.5,2,,,7.2,,
745395,745,Thomaston-Upson County,Upson-Lee Middle School,395,M,(706)647-6256,101 Holstun Dr,Thomaston,GA,30286,http://www.upson.k12.ga.us/,989,6-8,,,0,0,36,5,5,54,82,15.7,2,,,8.9,,
746100,746,Walker County,Rock Spring Elementary School,100,E,(706)764-1383,372 Highway 95,Rock Spring,GA,30739,http://www.walkerschools.org/,382,K-5,,,0,0,2,3,5,90,60,18.4,1,,,12,,
746106,746,Walker County,Chattanooga Valley Middle School,106,M,(706)820-0735,847 Allgood Rd,Flintstone,GA,30725,http://www.walkerschools.org/,568,6-8,,,0,0,4,3,6,87,67,21.799999,0,,,11.6,,
746114,746,Walker County,Saddle Ridge Elementary and Middle School,114,M,(706)375-1219,9858 N Highway 27,Rock Spring,GA,30739,http://www.walkerschools.org/,707,K-8,,,0,0,2,2,4,91,53,17.1,1,,,8.200000000000001,,
746180,746,Walker County,LaFayette Middle School,180,M,(706)638-6440,419 Roadrunner Blvd,La Fayette,GA,30728,http://www.walkerschools.org/,628,6-8,,,1,0,4,3,6,87,73,23.1,1,,,12.2,,
746190,746,Walker County,Ridgeland High School,190,H,(706)820-9063,2478 Happy Valley Rd,Rossville,GA,30741,http://www.walkerschools.org/,1354,9-12,,,0,0,8,5,5,81,69,17.5,1,92.40000000000001,,10.2,,
746194,746,Walker County,Rossville Elementary School,194,E,(706)866-5901,1250 Wilson Rd,Rossville,GA,30741,http://www.walkerschools.org/,463,K-5,,,1,1,12,10,4,72,92,21.299999,8,,,25.4,,
746195,746,Walker County,Gilbert Elementary School,195,E,(706)638-2432,87 S Burnt Mill Rd,La Fayette,GA,30728,http://www.walkerschools.org/,498,K-5,,,0,0,4,2,9,84,83,14.9,0,,,11.1,,
746198,746,Walker County,LaFayette High School,198,H,(706)638-2342,5178 Round Pond Rd,La Fayette,GA,30728,http://www.walkerschools.org/,1174,9-12,,,1,0,4,3,5,87,61,18.700001,1,88.80000000000001,,10.8,,
746199,746,Walker County,Cherokee Ridge Elementary,199,E,(706)375-9831,2423 Johnson Rd,Chickamauga,GA,30707,http://www.walkerschools.org/,566,K-5,,,0,0,5,3,4,88,70,19.299999,1,,,10.5,,
746200,746,Walker County,North LaFayette Elementary School,200,E,(706)638-1869,610 N Duke St,La Fayette,GA,30728,http://www.walkerschools.org/,425,K-5,,,2,0,3,2,6,86,60,17.299999,3,,,15.2,,
7462052,746,Walker County,Fairyland Elementary School,2052,E,(706)820-1171,1306 Lula Lake Rd,Lookout Mountain,GA,30750,http://www.walkerschools.org/,279,K-5,,,1,0,0,6,1,91,25,4.9000001,3,,,6.7,,
7462056,746,Walker County,Naomi Elementary School,2056,E,(706)638-2443,4038 E Highway 136,La Fayette,GA,30728,http://www.walkerschools.org/,347,K-5,,,1,1,3,3,6,87,78,20.299999,2,,,19.4,,
746206,746,Walker County,Rossville Middle School,206,M,(706)820-0638,316 Bull Dog Trl,Rossville,GA,30741,http://www.walkerschools.org/,536,6-8,,,0,0,11,7,5,77,85,28.5,3,,,17.5,,
7464050,746,Walker County,Chattanooga Valley Elementary School,4050,E,(706)820-2511,3420 Chattanooga Valley Rd,Flintstone,GA,30725,http://www.walkerschools.org/,535,K-5,,,0,0,3,2,5,89,64,17,1,,,13.2,,
7465052,746,Walker County,Stone Creek Elementary School,5052,E,(706)866-3600,1600 Happy Valley Rd,Rossville,GA,30741,http://www.walkerschools.org/,459,K-5,,,0,0,8,6,7,79,85,15.1,3,,,14.2,,
747101,747,Walton County,Atha Road Elementary School,101,E,(770)266-5995,821 H D Atha Rd,Monroe,GA,30655,http://www.walton.k12.ga.us/default.aspx,857,K-5,,,2,0,26,7,6,59,58,8.6999998,4,,,13.9,,
747102,747,Walton County,Youth Middle School,102,M,(770)466-6849,1804 Highway 81 South,Loganville,GA,30052,http://www.walton.k12.ga.us/default.aspx,1182,6-8,,,1,0,11,7,2,78,39,9.6999998,2,,,9.9,,
747105,747,Walton County,Monroe Elementary,105,E,(770)207-3205,140 Dillard Dr,Monroe,GA,30656,http://www.walton.k12.ga.us/default.aspx,581,K-5,,,5,0,44,7,5,38,78,11.7,7,,,19,,
747108,747,Walton County,Sharon Elementary School,108,E,(678)684-2850,2700 White Rd,Loganville,GA,30052,http://www.walton.k12.ga.us/default.aspx,771,K-5,,,1,0,10,13,5,71,34,9.6999998,8,,,11.7,,
747111,747,Walton County,Walnut Grove High School,111,H,(678)507-3900,4863 Guthrie Cemetery Rd,Loganville,GA,30052,http://www.walton.k12.ga.us/default.aspx,1429,9-12,,,1,0,15,7,4,73,33,9,1,89.7,,10.4,,
747112,747,Walton County,Harmony Elementary School,112,E,(770)267-6574,934 Harmony Church Rd NE,Monroe,GA,30655,http://www.walton.k12.ga.us/default.aspx,700,K-5,,,1,0,48,5,5,41,80,10.2,3,,,21.8,,
747176,747,Walton County,Bay Creek Elementary School,176,E,(678) 684-2800,100 Homer Moon Rd,Loganville,GA,30052,http://www.walton.k12.ga.us/default.aspx,731,K-5,,,4,0,37,23,4,32,68,10.4,23,,,15.8,,
747191,747,Walton County,Loganville Elementary School,191,E,(678) 684-2840,4889 Bay Creek Church Road,Loganville,GA,30052,http://www.walton.k12.ga.us/default.aspx,981,K-5,,,2,0,16,10,4,68,34,12.4,7,,,8.1,,
747193,747,Walton County,Carver Middle School,193,M,(770) 207-3333,1095 Good Hope Rd,Monroe,GA,30655,http://www.walton.k12.ga.us/default.aspx,962,6-8,,,3,0,40,8,4,44,68,12.2,5,,,13.9,,
747195,747,Walton County,Walnut Grove Elementary School,195,E,(770) 784-0046,460 Highway 81 S,Covington,GA,30014,http://www.walton.k12.ga.us/default.aspx,665,K-5,,,1,0,4,8,3,84,43,10.8,3,,,9.700000000000001,,
747199,747,Walton County,Loganville High School,199,H,(678)684-2880,100 Trident Trail,Loganville,GA,30052,http://www.walton.k12.ga.us/default.aspx,1785,9-12,,,2,1,23,12,3,59,33,8.6999998,4,93,,11.6,,
747202,747,Walton County,Youth Elementary School,202,E,(770)554-0172,4009 Center Hill Church Road,Loganville,GA,30052,http://www.walton.k12.ga.us/default.aspx,770,K-5,,,0,0,7,7,2,83,30,9.3999996,4,,,8.200000000000001,,
747205,747,Walton County,Monroe Area High School,205,H,(770)266-4599,300 Double Springs Church Rd,Monroe,GA,30656,http://www.walton.k12.ga.us/default.aspx,1150,9-12,,,3,0,35,6,4,52,53,11.5,2,92.60000000000001,,14.2,,
7472052,747,Walton County,Walker Park Elementary School,2052,E,(770)267-8311,333 Carl Davis Rd,Monroe,GA,30656,http://www.walton.k12.ga.us/default.aspx,626,K-5,,,1,0,21,9,3,65,45,12.8,5,,,10.1,,
747291,747,Walton County,Loganville Middle School,291,M,(678)684-2960,4869 Bay Creek Church Road,Loganville,GA,30052,http://www.walton.k12.ga.us/default.aspx,1473,6-8,,,2,0,20,12,3,62,40,10.3,7,,,11,,
748195,748,Ware County,Ware County High School,195,H,(912)287-2351,700 Victory Dr,Waycross,GA,31503,https://www.ware.k12.ga.us/,1634,9-12,,,1,0,35,7,3,54,67,15.4,1,91.7,,10.7,,
748196,748,Ware County,Williams Heights Elementary School,196,E,(912)287-2399,705 Dewey St,Waycross,GA,31501,https://www.ware.k12.ga.us/,505,K-5,,,1,0,50,2,7,39,77,15,1,,,18,,
748295,748,Ware County,Waycross Middle School,295,M,(912)287-2333,700 Central Ave,Waycross,GA,31501,https://www.ware.k12.ga.us/,659,6-8,,,3,0,52,5,6,34,67,20.1,2,,,11.4,,
748296,748,Ware County,Center Elementary School,296,E,(912)287-2366,2114 Dorothy St,Waycross,GA,31501,https://www.ware.k12.ga.us/,590,K-5,,,2,0,55,5,4,35,98,13.6,3,,,19.1,,
7483050,748,Ware County,Memorial Drive Elementary School,3050,E,(912)287-2327,2580 Ambrose St,Waycross,GA,31503,https://www.ware.k12.ga.us/,402,K-5,,,2,0,41,4,6,46,98,17.9,3,,,23.1,,
7483052,748,Ware County,Waresboro Elementary School,3052,E,(912)287-2393,3379 W Church St,Waycross,GA,31503,https://www.ware.k12.ga.us/,512,K-5,,,0,0,24,8,9,58,98,14.9,3,,,22.7,,
748395,748,Ware County,Ware County Middle School,395,M,(912)287-2341,2301 Cherokee St,Waycross,GA,31503,https://www.ware.k12.ga.us/,871,6-8,,,0,0,27,9,5,59,77,17.4,3,,,14.1,,
748396,748,Ware County,Ruskin Elementary School,396,E,(912)287-2325,3550 Valdosta Hwy,Waycross,GA,31503,https://www.ware.k12.ga.us/,474,K-5,,,0,0,37,12,9,41,98,18.1,8,,,19.9,,
7485050,748,Ware County,Wacona Elementary School,5050,E,(912)287-2362,3101 State St,Waycross,GA,31503,https://www.ware.k12.ga.us/,701,K-5,,,0,0,24,5,7,64,98,22.299999,2,,,17.8,,
749105,749,Warren County,Warren County Middle School,105,M,(706)465-3742,1253 Atlanta Hwy,Warrenton,GA,30828,http://www.warren.k12.ga.us/,148,6-8,,,0,1,88,1,3,7,100,19.700001,0,,,9.5,,
749205,749,Warren County,Warren County High School,205,H,(706)465-3742,1253 Atlanta Hwy,Warrenton,GA,30828,http://www.warren.k12.ga.us/,168,9-12,,,0,0,91,1,1,8,100,14.5,0,90.7,,7.5,,
7493050,749,Warren County,Freeman Elementary School,3050,E,(706)465-3342,93 Hopgood Street,Warrenton,GA,30828,http://www.warren.k12.ga.us/,332,K-5,,,0,0,87,0,4,8,100,15.6,0,,,8.5,,
7501052,750,Washington County,Washington County High School,1052,H,(478)552-2324,420 Riddleville Rd,Sandersville,GA,31082,https://www.washingtoncountyschoolsga.org/,897,9-12,,,0,0,66,1,3,29,78,12.4,0,90,,6.100000000000001,,
750199,750,Washington County,T. J. Elder Middle School,199,M,(478)552-2007,902 Linton Rd,Sandersville,GA,31082,https://www.washingtoncountyschoolsga.org/,772,6-8,,,1,0,65,1,3,29,78,14.8,1,,,6.300000000000001,,
7502050,750,Washington County,Ridge Road Primary School,2050,E,(478)552-6047,285 Ridge Rd.,Sandersville,GA,31082,https://www.washingtoncountyschoolsga.org/,703,K-2,,,0,0,67,2,4,26,95,13.1,1,,,7.7,,
7504050,750,Washington County,Ridge Road Elementary School,4050,E,(478)552-2245,285 Ridge Rd.,Sandersville,GA,31082,https://www.washingtoncountyschoolsga.org/,749,3-5,,,0,0,66,1,3,30,95,13.3,1,,,6.7,,
751101,751,Wayne County,Wayne County High School,101,H,(912)427-1088,1 Jacket Dr,Jesup,GA,31545,http://www.wayne.k12.ga.us/,1544,9-12,,,1,0,22,9,4,64,57,12.4,2,92.30000000000001,,9.300000000000001,,
7511050,751,Wayne County,Jesup Elementary School,1050,E,(912)427-1033,1155 U.S. Hwy 301,Jesup,GA,31546,http://www.wayne.k12.ga.us/,686,K-5,,,1,0,30,10,6,53,81,18.9,5,,,16.3,,
7511052,751,Wayne County,Screven Elementary School,1052,E,(912)579-2261,414 School St,Screven,GA,31560,http://www.wayne.k12.ga.us/,247,K-5,,,0,0,11,7,2,81,81,13.8,3,,,16.6,,
751194,751,Wayne County,Martha Puckett Middle School,194,M,(912)427-1061,475 Durrence Rd,Jesup,GA,31545,http://www.wayne.k12.ga.us/,667,6-8,,,0,0,22,10,6,61,66,11.7,5,,,12.2,,
751294,751,Wayne County,Arthur Williams Middle School,294,M,(912)427-1025,1175 Hwy. 301 South,Jesup,GA,31546,http://www.wayne.k12.ga.us/,696,6-8,,,1,0,22,8,5,64,64,18.299999,1,,,13.4,,
7513050,751,Wayne County,Odum Elementary School,3050,E,(912)586-2225,1 Blue Jay Drive,Odum,GA,31555,http://www.wayne.k12.ga.us/,421,K-5,,,0,0,4,3,4,88,82,12.6,3,,,17.4,,
751394,751,Wayne County,Martha Rawls Smith Elementary School,394,E,(912)427-1044,1206 N. 4th Street,Jesup,GA,31545,http://www.wayne.k12.ga.us/,633,K-5,,,1,0,36,14,5,44,80,24.700001,6,,,24.6,,
751494,751,Wayne County,Bacon Elementary School,494,E,(912)427-1077,1425 W Orange St,Jesup,GA,31545,http://www.wayne.k12.ga.us/,623,K-5,,,0,0,20,12,8,60,81,15.2,7,,,16.8,,
752104,752,Webster County,Webster County Elementary/Middle School,104,E,(229)828-3315,7307 Washington St,Preston,GA,31824,http://www.websterbobcats.org/,220,K-8,,,1,1,53,4,3,39,90,12.7,2,,,19.8,,
752108,752,Webster County,Webster County High School,108,H,(229)828-3315,7307 Washington St,Preston,GA,31824,http://www.websterbobcats.org/,83,9-12,,,0,0,47,10,3,40,91,13,1,91.30000000000001,,16.9,,
7531052,753,Wheeler County,Wheeler County Elementary School,1052,E,(912)568-7159,63 S. Commerce St,Alamo,GA,30411,http://www.wheelercountyschools.org/,446,K-5,,,0,0,35,7,0,57,89,13.9,6,,,14.9,,
7531053,753,Wheeler County,Wheeler County Middle School,1053,M,(912)568-7166,50 Snow Hill Rd,Alamo,GA,30411,http://www.wheelercountyschools.org/,254,6-8,,,0,1,35,8,0,57,90,15.8,6,,,8.800000000000001,,
7533052,753,Wheeler County,Wheeler County High School,3052,H,(912)568-7166,50 Snowhill Rd,Alamo,GA,30411,http://www.wheelercountyschools.org/,311,9-12,,,0,0,36,4,0,59,89,14,2,91,,10.2,,
754100,754,White County,Tesnatee Gap Elementary (Old White Co. Intermediate),100,E,(706)865-1037,2696 Tesnatee Gap Valley Rd,Cleveland,GA,30528,http://www.white.k12.ga.us/,511,K-5,,,0,0,1,6,4,88,58,17.799999,4,,,7.5,,
754104,754,White County,Mount Yonah Elementary School,104,E,(706)865-3514,1161 Duncan Bridge Rd,Sautee,GA,30571,http://www.white.k12.ga.us/,478,K-6,,,0,0,2,3,7,88,50,12.1,2,,,9.5,,
754105,754,White County,White County High School,105,H,(706)865-2312,2600 Highway 129 N,Cleveland,GA,30528,http://www.white.k12.ga.us/,1236,9-12,,,0,0,2,6,4,88,47,11.4,2,94.7,,8.800000000000001,,
754109,754,White County,Mossy Creek Elementary School,109,E,(706)865-5000,128 Horace Fitzpatrick Dr,Cleveland,GA,30528,http://www.white.k12.ga.us/,391,K-5,,,1,0,1,8,2,89,66,11.9,6,,,11.4,,
754174,754,White County,White County Middle School,174,M,(706)865-4060,283 Old Blairsville Rd,Cleveland,GA,30528,http://www.white.k12.ga.us/,961,7-8,,,1,0,1,5,4,89,58,17.200001,2,,,7.600000000000001,,
754200,754,White County,Jack P Nix Elementary School,200,E,706-865-6935,342 West Kytle Street,Cleveland,GA,30528,http://www.white.k12.ga.us/,448,K-5,,,1,0,4,7,4,85,59,14.6,4,,,13.8,,
7551050,755,Whitfield County,Antioch Elementary School,1050,E,(706)278-7550,1819 Riverbend Rd,Dalton,GA,30721,http://www.whitfield.k12.ga.us/,460,K-5,,,0,1,2,68,2,27,91,16.700001,55,,,16.5,,
7551052,755,Whitfield County,Eastside Elementary School,1052,E,(706)278-3074,102 Hill Rd,Dalton,GA,30721,http://www.whitfield.k12.ga.us/,585,K-5,,,0,0,1,78,1,20,98,13.2,60,,,12.6,,
7551054,755,Whitfield County,Varnell Elementary School,1054,E,(706)694-3471,4421 Highway 2,Varnell,GA,30721,http://www.whitfield.k12.ga.us/,423,K-5,,,1,0,1,36,4,58,70,9.1000004,19,,,6.2,,
755106,755,Whitfield County,New Hope Middle School,106,M,(706)673-2295,1111 New Hope Road,Dalton,GA,30720,http://www.whitfield.k12.ga.us/,584,6-8,,,1,0,2,44,4,49,63,13.8,23,,,7.9,,
755112,755,Whitfield County,Coahulla Creek High School,112,H,(706)694-4900,3361 Crow Rd,Dalton,GA,30721,http://www.whitfield.k12.ga.us/,1149,9-12,,,1,0,2,34,3,59,61,12.7,6,95.80000000000001,,9.600000000000001,,
755175,755,Whitfield County,Northwest Whitfield County High School,175,H,(706) 516-2200,1651 Tunnel Hill Varnell Rd,Tunnel Hill,GA,30755,http://www.whitfield.k12.ga.us/,1354,9-12,,,2,0,1,31,3,63,49,13.3,5,92.80000000000001,,7.100000000000001,,
755199,755,Whitfield County,New Hope Elementary School,199,E,(706)673-3180,1175 New Hope Rd,Dalton,GA,30720,http://www.whitfield.k12.ga.us/,590,K-5,,,2,0,2,31,5,60,57,10.6,21,,,9.800000000000001,,
7552050,755,Whitfield County,Cohutta Elementary School,2050,E,(706)694-8812,254 Wolfe St,Cohutta,GA,30710,http://www.whitfield.k12.ga.us/,308,K-5,,,0,0,0,10,4,85,60,9.1999998,2,,,11.7,,
7552052,755,Whitfield County,Pleasant Grove Elementary School,2052,E,(706)259-3920,2725 Cleveland Road,Dalton,GA,30721,http://www.whitfield.k12.ga.us/,440,K-5,,,0,0,2,61,3,33,79,12.8,38,,,8.9,,
7552054,755,Whitfield County,Westside Elementary School,2054,E,(706)673-6531,1815 Utility Rd,Rocky Face,GA,30740,http://www.whitfield.k12.ga.us/,617,K-5,,,1,0,2,12,4,80,54,14.5,6,,,9.1,,
755206,755,Whitfield County,Beaverdale Elementary School,206,E,(706)275-4414,9196 Highway 2,Dalton,GA,30721,http://www.whitfield.k12.ga.us/,379,K-5,,,0,0,1,14,6,79,66,23.1,9,,,13.9,,
755211,755,Whitfield County,Cedar Ridge Elementary,211,E,(706)712-8400,285 Cedar Ridge Road,Dalton,GA,30721,http://www.whitfield.k12.ga.us/,420,K-5,,,0,1,1,59,5,34,90,9.3000002,46,,,10.1,,
755212,755,Whitfield County,Phoenix High School,212,H,(706)876-3600,2300 Maddox Chapel Rd,Dalton,GA,30721,http://www.whitfield.k12.ga.us/,241,9-12,,,0,2,3,29,6,60,66,20.799999,9,50,,110.9,,
755275,755,Whitfield County,Southeast Whitfield County High School,275,H,(706) 876-7000,1954 Riverbend Rd,Dalton,GA,30721,http://www.whitfield.k12.ga.us/,1466,9-12,,,0,1,1,68,2,28,77,14.6,14,92,,8.4,,
7553050,755,Whitfield County,Dawnville Elementary School,3050,E,(706)259-3914,1380 Dawnville Rd,Dalton,GA,30721,http://www.whitfield.k12.ga.us/,465,K-5,,,1,0,3,56,2,38,81,10.6,47,,,9.9,,
7553052,755,Whitfield County,Tunnel Hill Elementary School,3052,E,(706)673-4550,203 E School St,Tunnel Hill,GA,30755,http://www.whitfield.k12.ga.us/,324,K-5,,,1,0,3,17,3,75,54,16.1,7,,,11.6,,
7554050,755,Whitfield County,Dug Gap Elementary School,4050,E,(706)226-3919,2032 Dug Gap Rd,Dalton,GA,30720,http://www.whitfield.k12.ga.us/,374,K-5,,,1,0,0,67,1,30,78,11.9,53,,,8,,
7554052,755,Whitfield County,Valley Point Elementary School,4052,E,(706)277-3259,3798 S Dixie Road SW,Dalton,GA,30721,http://www.whitfield.k12.ga.us/,508,K-5,,,1,0,1,32,2,64,80,18.799999,21,,,14.1,,
755475,755,Whitfield County,Eastbrook Middle School,475,M,(706)278-6135,1382 Eastbrook Drive,Dalton,GA,30721,http://www.whitfield.k12.ga.us/,775,6-8,,,0,0,1,74,3,22,90,17.1,42,,,8.6,,
755575,755,Whitfield County,North Whitfield Middle School,575,M,(706)259-3381,3264 Cleveland Road,Dalton,GA,30721,http://www.whitfield.k12.ga.us/,850,6-8,,,1,1,1,35,4,59,71,16.299999,18,,,11.1,,
755675,755,Whitfield County,Valley Point Middle School,675,M,(706)277-9662,3796 S Dixie Hwy,Dalton,GA,30721,http://www.whitfield.k12.ga.us/,501,6-8,,,1,1,1,51,2,45,74,22.299999,27,,,6.7,,
755775,755,Whitfield County,Westside Middle School,775,M,(706)673-2611,580 Lafayette Hwy,Rocky Face,GA,30740,http://www.whitfield.k12.ga.us/,493,6-8,,,1,0,2,14,4,79,48,16.200001,3,,,9.300000000000001,,
756101,756,Wilcox County,Wilcox County Middle School,101,M,(229)365-7231,1358 Hwy 215 South,Rochelle,GA,31079,http://www.wilcox.k12.ga.us/,318,6-8,,,1,0,34,6,4,55,88,13.7,1,,,9.4,,
756195,756,Wilcox County,Wilcox County Elementary School,195,E,229-365-2441,1358 Hwy 215 South,Rochelle,GA,31079,http://www.wilcox.k12.ga.us/,543,K-5,,,1,0,32,4,4,60,88,10.3,2,,,10.5,,
756201,756,Wilcox County,Wilcox County High School,201,H,(229)365-7231,1358 Hwy 215 South,Rochelle,GA,31079,http://www.wilcox.k12.ga.us/,356,9-12,,,0,1,33,5,1,60,88,15.7,1,95.30000000000001,,8,,
757105,757,Wilkes County,Washington-Wilkes Primary School,105,E,(706)678-2633,910 E Robert Toombs Ave,Washington,GA,30673,http://www.wilkes.k12.ga.us/,419,K-3,,,0,0,48,9,6,37,94,13.8,6,,,10.4,,
757110,757,Wilkes County,Washington-Wilkes Comprehensive High School,110,H,(706)678-2426,1182 Tignall Rd,Washington,GA,30673,http://www.wilkes.k12.ga.us/,387,9-12,,,1,0,45,9,7,37,94,11.5,1,82,,5.300000000000001,,
757205,757,Wilkes County,Washington-Wilkes Elementary School,205,E,(706)678-7124,109 East St,Washington,GA,30673,http://www.wilkes.k12.ga.us/,233,4-5,,,1,0,49,7,7,36,94,8.6000004,4,,,9,,
757210,757,Wilkes County,Washington-Wilkes Middle School,210,M,(706)678-7132,1180 Tignall Rd,Washington,GA,30673,http://www.wilkes.k12.ga.us/,352,6-8,,,0,0,51,10,4,36,94,10.7,3,,,6.800000000000001,,
7581050,758,Wilkinson County,Wilkinson County Primary School,1050,E,(478)946-2161,12516 Georgia Highway 57,Irwinton,GA,31061,http://www.wilkinson.k12.ga.us/,235,K-2,,,0,0,50,7,9,34,89,10,5,,,13.2,,
758175,758,Wilkinson County,Wilkinson County Elementary School,175,E,(478)946-5527,12516 Ga Highway 57,Irwinton,GA,31042,http://www.wilkinson.k12.ga.us/,304,3-5,,,0,0,53,6,7,33,89,10.5,5,,,14.5,,
758275,758,Wilkinson County,Wilkinson County Middle School,275,M,(478)946-2541,11471 Ga Highway 57,McIntyre,GA,31054,http://www.wilkinson.k12.ga.us/,328,6-8,,,0,0,56,6,6,32,89,17.4,1,,,9,,
